Sexo,Idade,Renda,Altura
1,49,7000,1.716559869
1,64,3000,1.754419195
0,33,7300,1.684840333
0,52,4000,1.729942279
1,66,6000,1.613534833
0,48,3500,1.593563165
0,33,6000,1.72210292
1,37,10000,1.731822782
0,35,2000,1.619985707
1,55,7800,1.630288072
0,36,8000,1.692064067
1,63,4000,1.60821518
0,58,7700,1.637953441
0,28,4500,1.798332777
1,60,4000,1.711627353
1,66,600,1.682292441
0,32,9000,1.680177719
1,58,6500,1.719959838
0,34,15761,1.622235948
1,34,5500,1.711454522
0,55,10000,1.695155767
0,60,2200,1.735260884
1,34,9000,1.666677076
0,30,9000,1.739657626
1,56,1200,1.806664315
1,55,5800,1.688412222
1,66,8000,1.824516455
1,54,7000,1.707986321
1,46,4500,1.626580195
0,31,8000,1.619998485
1,44,3500,1.795990421
1,51,1576,1.789434537
1,71,1700,1.758781243
0,57,1500,1.759165783
1,71,1600,1.597970693
1,64,2400,1.64422767
0,24,1500,1.739331737
1,81,1500,1.787115313
0,34,7800,1.661422589
1,43,3800,1.718195703
1,71,2000,1.501560084
0,24,1600,1.598671641
1,55,1200,1.764388486
1,31,12000,1.638279919
0,36,4100,1.603087318
1,44,16000,1.752728091
0,27,7000,1.707263795
0,58,20000,1.69280339
0,42,21000,1.576872546
0,65,10000,1.681080371
1,52,7000,1.663160356
0,66,2000,1.67577742
0,49,14800,1.7315117
0,54,5000,1.752667624
0,88,25000,1.768529226
0,36,6600,1.638538276
1,66,800,1.587165147
1,47,10000,1.79878581
0,31,10000,1.606326685
1,67,1200,1.735265604
0,51,1550,1.73037145
0,20,1300,1.778277079
1,53,10000,1.66045548
0,53,6000,1.688696924
0,62,13000,1.604955226
1,40,7000,1.702098793
1,30,2200,1.692466145
1,60,2500,1.868776247
0,55,15000,1.835588951
0,37,3500,1.726920001
0,35,9200,1.646034461
1,59,5000,1.854415689
0,31,6000,1.604906905
1,57,5000,1.659880895
0,45,10000,1.661213075
1,33,6000,1.711808084
1,47,3000,1.787715998
1,58,3000,1.833807038
1,62,1200,1.608588684
1,27,2000,1.752930709
0,39,7000,1.664592335
1,62,3500,1.667281853
0,30,2300,1.601396955
0,48,2000,1.709351116
0,28,4000,1.773143028
0,52,30000,1.656027665
0,29,600,1.622682911
0,57,15000,1.652749222
0,48,10000,1.829718034
1,53,2000,1.792421727
0,34,17000,1.704904198
0,61,7000,1.65815214
0,46,6000,1.796821242
0,36,6000,1.684204793
1,48,1500,1.709754579
0,25,10000,1.731891601
0,34,13000,1.652582727
1,37,3000,1.737625047
0,52,15000,1.519811095
1,39,1500,1.635289929
0,44,14900,1.743030277
0,55,7000,1.668459215
0,69,5000,1.687829675
0,63,50000,1.754516656
0,60,5000,1.542873124
1,35,6000,1.791827373
0,31,19000,1.77692026
0,52,20000,1.719350874
1,34,8200,1.726269947
1,36,7000,1.696945384
0,42,7000,1.74225824
1,54,3000,1.64460074
0,48,5000,1.666440372
0,44,15000,1.664801832
1,60,6000,1.554657409
1,46,1200,1.782103988
0,41,12000,1.799905105
1,27,1500,1.799861846
0,69,40000,1.634873933
0,31,8000,1.729509984
1,41,10000,1.722085823
0,77,5000,1.61360705
0,40,7000,1.718109824
0,45,30000,1.567121807
0,53,6000,1.649887052
1,69,6000,1.828454216
1,29,10000,1.754653958
0,48,25000,1.718779254
0,45,6000,1.784879415
1,36,10000,1.663415878
0,44,5500,1.906461505
0,53,12000,1.611485291
0,27,6000,1.647008717
1,30,6000,1.682986537
0,38,8000,1.829373257
1,29,5000,1.662188403
1,38,5000,1.704253331
1,51,20000,1.841446316
0,53,1900,1.745831048
0,59,35000,1.634914935
1,43,0,1.697048748
0,41,1800,1.747646979
0,72,20000,1.793852047
0,73,50000,1.651894416
1,65,100000,1.773411033
0,58,8000,1.807288416
0,75,80000,1.705355085
0,27,1300,1.641909862
0,82,0,1.662401679
0,43,1430,1.745364084
1,58,11000,1.612654835
1,55,3200,1.734792553
0,62,800,1.726576454
0,42,7000,1.715641994
0,63,8000,1.641785543
0,62,2080,1.675987949
0,50,7000,1.732122341
0,62,3500,1.4796318
0,79,200000,1.68110476
1,53,120000,1.661979132
1,45,3000,1.526668252
1,36,15000,1.610570824
0,55,33000,1.677491403
1,33,10000,1.695468124
0,44,20000,1.759623193
0,56,18000,1.732960843
0,47,35000,1.67977993
1,47,30000,1.627157526
0,31,20000,1.730430174
0,61,40000,1.684682106
1,40,60000,1.752242712
0,42,15000,1.682581473
0,68,15000,1.737002255
0,36,14000,1.865986237
0,55,10000,1.737019139
0,46,18000,1.602709973
1,37,6000,1.599158548
1,44,5000,1.666269483
0,53,10000,1.74417504
0,45,18000,1.725601632
0,57,2000,1.831138802
1,55,0,1.553749685
0,71,10000,1.749848701
0,51,22000,1.678333421
0,60,12000,1.726123338
1,55,4200,1.75396071
1,55,10000,1.624636072
0,55,25000,1.823433288
0,57,20000,1.698880406
1,36,1100,1.700117751
0,25,12000,1.88132755
1,62,10000,1.807298689
1,50,1000,1.589826542
0,56,25000,1.584721071
1,48,13000,1.715743431
0,55,6800,1.640568413
1,32,1400,1.722272451
0,64,2000,1.733626475
0,48,2000,1.72984171
0,36,2000,1.728786872
1,60,800,1.697904564
0,46,3940,1.607210653
0,44,2000,1.680067108
1,64,1500,1.637563424
0,50,4000,1.576514864
0,32,5000,1.709055064
0,65,4000,1.611160403
1,52,2300,1.642568982
0,44,5000,1.737500155
0,35,1500,1.656639256
0,26,2000,1.750871725
0,52,4000,1.810671339
0,38,4000,1.639603157
1,44,4200,1.736760378
1,60,1200,1.69876367
0,52,3500,1.622022907
0,35,3500,1.81213272
0,37,1400,1.762578864
0,43,1200,1.67623891
0,39,2800,1.862607854
1,51,2000,1.790916034
0,34,12000,1.673005108
1,54,3900,1.671604298
0,40,5200,1.733693919
0,36,5700,1.64756036
1,38,4000,1.668164679
0,50,4000,1.757220269
0,51,2200,1.74876409
1,56,4000,1.736177446
0,51,7000,1.687844973
1,43,3000,1.655884472
1,53,4000,1.739996327
1,36,5000,1.760130045
1,31,3000,1.714164986
1,31,1300,1.696163452
1,37,5000,1.789927057
1,49,5800,1.761151763
0,40,6000,1.667980381
0,25,3000,1.70663089
0,60,9000,1.597344336
0,65,1200,1.721162785
1,51,10000,1.758548172
0,57,2000,1.738304581
0,67,7000,1.668762431
1,57,4000,1.613224051
1,35,3100,1.714249512
1,29,5000,1.649773471
0,32,5000,1.753452023
1,27,5000,1.814203559
0,57,1000,1.743752649
1,32,3500,1.758566057
0,58,2500,1.662481494
0,25,4500,1.736712028
0,52,4800,1.683241386
1,60,2500,1.669858431
0,33,4000,1.613686848
1,40,4000,1.75891388
0,26,12000,1.661425698
0,57,6900,1.673992296
1,43,2800,1.811049203
1,51,4200,1.678684982
1,44,3000,1.643428667
0,60,2000,1.619488138
0,59,5000,1.534844353
0,29,6500,1.778133728
0,31,7500,1.626881337
1,55,1000,1.855418157
0,55,2650,1.746260624
1,38,2000,1.772392149
1,53,4500,1.756166096
1,57,2000,1.682803649
0,68,5500,1.694207456
0,43,2600,1.7350175
0,41,5900,1.730801312
0,35,2000,1.808903384
1,31,5400,1.640186386
1,54,2000,1.713681092
1,54,2400,1.840240393
0,55,1800,1.635025119
1,43,900,1.675695878
0,40,1600,1.781232145
0,26,900,1.67211008
1,23,1340,1.693452035
0,49,2000,1.648429114
1,48,2000,1.725524611
0,40,10000,1.466391417
0,35,6000,1.694660596
0,64,15000,1.63731331
0,37,6000,1.558962434
0,49,2000,1.757955334
1,53,1300,1.743572094
0,63,15000,1.681784569
1,64,395,1.732013844
0,43,1500,1.762470505
0,53,1060,1.713098505
1,41,6500,1.753576335
0,69,1300,1.783720002
0,46,1800,1.616323798
0,35,7200,1.563991547
0,64,8000,1.743146958
1,69,1000,1.764799222
1,46,3200,1.632043836
1,35,3500,1.58747193
1,39,2800,1.689497625
1,32,4500,1.88616579
1,77,1600,1.744204662
1,55,3800,1.615935726
0,39,5300,1.509032008
1,29,1200,1.712745234
0,77,7000,1.668896948
0,56,1600,1.624485021
1,29,1200,1.624522061
0,30,4000,1.784848841
1,41,9600,1.719444356
0,56,10000,1.670029188
1,39,9000,1.615509366
0,56,14000,1.741930852
1,34,7000,1.810646344
1,37,3500,1.582886032
0,40,4200,1.801602892
1,56,1100,1.736917175
0,61,10000,1.817699306
0,59,3500,1.759164266
0,68,9000,1.760464606
1,34,2200,1.72892986
0,38,5500,1.723741287
1,53,4000,1.712009014
0,46,8000,1.842168351
0,45,6000,1.684373974
0,54,2000,1.679432238
0,47,10000,1.657480546
0,24,1400,1.61007683
1,52,1700,1.783679994
1,55,3300,1.650064065
0,60,8500,1.605942907
1,35,9500,1.62821794
0,35,4800,1.680840128
0,30,12000,1.591235383
0,52,1100,1.570993866
1,56,3800,1.553203635
0,50,6000,1.806521773
1,53,16000,1.787499199
0,32,3800,1.733014733
1,29,2000,1.702588365
1,35,4500,1.653790536
0,38,2500,1.625449942
0,48,5000,1.760432583
0,47,8000,1.854499262
0,79,0,1.615182853
0,35,15761,1.760373959
1,32,1500,1.469764661
0,64,1200,1.681696992
1,61,600,1.826073992
1,30,1000,1.665538266
1,61,1200,1.579686658
1,52,1100,1.607305739
0,61,1200,1.83363961
0,60,1380,1.591298974
0,67,1500,1.798950973
0,60,2980,1.736827599
0,20,1900,1.768094612
1,42,1000,1.61642159
0,50,3000,1.833937023
0,48,800,1.552426335
0,39,1200,1.706969732
0,49,2400,1.763741305
0,72,10000,1.70247824
0,32,1200,1.733613989
0,59,1100,1.699497814
0,30,3500,1.796553355
0,46,788,1.757026981
0,35,2300,1.776333207
1,46,960,1.722423909
0,44,1500,1.771662588
0,37,1300,1.716122689
0,57,3500,1.858876746
1,39,2000,1.836325017
1,29,1500,1.834154269
0,55,3000,1.787698426
0,36,1500,1.792477728
1,59,250,1.687115
0,25,0,1.746269697
1,36,2000,1.884127053
0,34,2670,1.616540324
1,51,1600,1.761197958
0,31,1600,1.615806642
1,60,900,1.767975222
0,30,2000,1.657697602
0,61,5500,1.706438726
0,37,2500,1.67713043
0,44,1500,1.679905279
0,31,5000,1.630990002
0,37,2000,1.702713297
1,44,1800,1.836341977
1,61,1100,1.753381902
0,44,1200,1.576523242
0,46,1200,1.748258284
0,53,1800,1.716244128
0,58,1300,1.604258467
1,57,950,1.651005198
1,28,1200,1.746040614
0,40,1400,1.6956512
0,54,1500,1.731269461
0,49,2650,1.584378093
0,37,1500,1.746702584
0,35,1800,1.73284012
0,41,1400,1.669348471
0,73,788,1.642856653
1,59,1200,1.74223356
0,42,1200,1.722055754
0,33,800,1.641870891
0,50,5000,1.550903874
0,26,1900,1.677678607
1,48,980,1.661505336
0,23,1200,1.849171291
1,19,900,1.697011449
0,57,600,1.789356383
1,45,788,1.58377554
0,25,1200,1.751545337
0,31,2500,1.575098974
0,54,788,1.803755576
1,30,500,1.654423876
0,39,1576,1.704168532
0,40,1800,1.767601996
0,48,3000,1.72294961
0,28,3000,1.637048448
0,54,1187,1.775640205
1,50,788,1.720326966
0,52,2000,1.545195039
1,51,1100,1.520073228
1,34,3500,1.671290733
0,34,1600,1.777590491
0,60,0,1.893873434
1,54,788,1.555039369
1,37,980,1.719141447
1,62,810,1.717105531
1,56,1000,1.435040796
0,38,1580,1.784061373
1,31,1300,1.666431859
0,43,1114,1.657367295
0,57,3000,1.772364117
1,36,2000,1.685179328
0,48,2000,1.663210205
0,61,3900,1.776127306
1,32,2200,1.6920821
0,57,3500,1.723408216
0,45,1600,1.618068795
0,66,1600,1.673749991
1,54,976,1.596943335
0,44,1500,1.599878131
0,42,6000,1.777493523
0,45,2000,1.695158694
1,53,1200,1.626845926
0,41,1300,1.73089877
0,40,3200,1.707064673
1,47,2900,1.693101937
1,67,1320,1.832873187
0,47,2100,1.720468151
0,69,1500,1.711089007
1,28,2200,1.594450611
1,35,1300,1.802994775
1,57,1000,1.514979797
0,33,1050,1.636925932
1,38,500,1.661822501
0,34,980,1.652147184
0,25,950,1.70608306
0,52,788,1.643993751
0,25,900,1.71830834
1,40,2500,1.731367557
0,45,2000,1.590694308
0,37,1800,1.689597233
0,33,1050,1.804542597
0,44,950,1.660001121
0,33,1280,1.874638383
1,48,1350,1.598714481
1,29,1500,1.574283276
1,40,2000,1.646804645
0,51,3000,1.695559832
0,57,2000,1.63845118
0,45,2500,1.525465846
1,45,1200,1.624087943
0,66,2500,1.682304903
0,22,1000,1.719617561
1,41,1182,1.640643196
0,42,5000,1.640079505
0,68,4500,1.776752678
0,36,4500,1.867164151
1,32,4000,1.570973386
0,62,3000,1.590771172
0,62,4500,1.666895504
0,50,3000,1.866785923
0,27,3000,1.624340098
0,59,3000,1.694023071
0,44,1576,1.655096572
1,62,1000,1.675166995
0,58,1000,1.716474641
0,35,1600,1.728777167
0,56,1100,1.612421447
1,56,400,1.798147289
1,29,750,1.712717048
0,40,1320,1.634111577
1,28,600,1.793314666
1,47,788,1.626228697
1,24,800,1.823809742
1,32,900,1.671153549
0,32,2000,1.572416725
0,43,1500,1.531013364
0,23,0,1.798069626
0,37,2000,1.572013854
0,43,1000,1.676306701
0,30,1450,1.790922589
0,53,1000,1.621140045
0,29,1500,1.63162328
0,52,4000,1.69651821
0,60,4000,1.583473978
0,66,1000,1.70288983
0,51,3000,1.652385744
1,61,1100,1.783632747
0,68,14000,1.686628739
1,42,3000,1.774047657
1,53,1800,1.734444892
0,31,5516,1.666323011
1,52,2000,1.59203843
1,50,1697,1.85882555
0,55,1300,1.805180669
0,60,1800,1.610816717
0,50,4000,1.907112957
0,61,7880,1.786272172
0,69,13000,1.750437651
1,58,8000,1.585806798
0,42,5516,1.807629645
1,55,1576,1.789800779
1,41,4500,1.739403336
0,50,4000,1.684741139
1,42,1300,1.837226549
0,41,5000,1.650887892
0,70,1600,1.640913938
0,46,3152,1.796528534
0,59,7880,1.694334792
0,64,4728,1.650831244
0,38,4000,1.78224105
0,20,840,1.591350111
0,45,800,1.642534107
0,50,5000,1.604991582
1,53,2000,1.887438773
0,41,1800,1.664063408
0,36,3000,1.755380501
0,35,1350,1.703322474
0,45,3500,1.675751218
0,38,2000,1.711702485
1,52,2000,1.853488199
1,50,3500,1.790915835
1,40,1100,1.73708749
0,39,5300,1.599182795
1,55,2364,1.625933505
1,39,3000,1.816227004
0,65,1576,1.739518721
0,61,3500,1.70353911
0,60,7000,1.821066481
1,32,2500,1.699243661
1,51,2364,1.722238504
0,29,6000,1.725981225
0,41,5000,1.596630333
0,60,7000,1.780513721
1,58,2000,1.716697731
1,36,1000,1.718730907
0,59,5000,1.678367396
1,43,3000,1.721915901
1,38,3500,1.693473936
0,48,6000,1.663529255
1,56,1300,1.740500887
1,46,1200,1.785732934
1,40,1500,1.588992659
0,47,1000,1.66589036
0,35,1500,1.747375216
0,35,3000,1.816144074
0,42,2500,1.664772601
0,32,1700,1.623598745
0,60,980,1.761270324
0,61,1500,1.744491932
0,39,4000,1.611798767
1,35,800,1.717353894
0,62,6000,1.678178586
0,34,800,1.585402835
0,43,1598,1.513758418
0,46,1400,1.698427634
1,40,1200,1.697821359
1,27,600,1.905097642
1,29,788,1.541246714
1,25,788,1.800028572
1,35,400,1.700580031
0,47,1200,1.493690705
0,34,2200,1.661417894
0,44,1800,1.722074455
1,31,1395,1.610588403
1,27,1540,1.654807212
0,38,1500,1.665445314
1,40,1100,1.732774604
1,24,2500,1.62807684
0,53,3000,1.610590241
0,66,4000,1.784263133
1,45,5000,1.74145117
1,50,3000,1.771538577
0,64,5000,1.737012071
0,55,4500,1.728631829
0,56,3500,1.674451941
1,33,6304,1.697207813
1,42,3000,1.68797636
1,45,1576,1.833100829
0,64,3000,1.653641556
0,49,3900,1.841447902
0,35,1300,1.674579637
0,36,2200,1.817403875
0,65,2000,1.721172951
0,26,2300,1.722052997
0,30,800,1.853065904
1,55,3000,1.764377235
1,58,1500,1.589841143
1,45,850,1.66509186
1,46,700,1.574430006
0,34,2000,1.649580731
1,53,1100,1.653277515
0,33,1500,1.597370315
0,42,900,1.789090758
1,23,1000,1.719521875
1,60,1200,1.658144976
1,35,1800,1.66801841
0,28,1600,1.682775856
0,57,1500,1.631622599
1,40,950,1.738441892
0,54,2300,1.755203109
0,48,1300,1.729715988
0,61,1500,1.628907359
0,57,3500,1.672912928
0,50,2300,1.61555161
0,53,2000,1.664177506
0,29,1300,1.693023084
0,54,1187,1.788644397
1,50,1500,1.738626381
1,69,1100,1.699085913
1,36,1200,1.818273807
0,70,3000,1.714322488
0,34,2200,1.799898725
1,37,2000,1.717234428
1,31,1250,1.650848001
1,53,1350,1.682718558
0,59,2200,1.639643923
0,50,1200,1.633378096
0,58,4000,1.670222415
0,45,3000,1.641641703
0,62,1200,1.606015857
0,45,4300,1.682646345
0,52,2000,1.621759281
0,34,2000,1.6108551
0,51,2000,1.733981503
0,50,2000,1.685980255
0,56,1500,1.648991181
0,36,2800,1.714590343
0,66,1500,1.7872431
1,50,2000,1.719354317
1,35,5000,1.6401037
0,34,1800,1.610770531
1,57,1400,1.807817166
0,41,6000,1.76583199
0,38,3500,1.689093273
1,51,1000,1.74749675
0,31,1400,1.676506289
0,40,9500,1.649090171
1,56,450,1.863639386
0,31,2000,1.727241442
0,35,1000,1.73222952
0,55,3000,1.564177221
0,24,1200,1.728604366
1,54,1600,1.655658277
0,45,1700,1.677929299
1,60,788,1.720403075
0,30,1490,1.683841263
1,33,800,1.590423384
1,37,1400,1.854748981
1,29,1100,1.731411689
1,33,788,1.761081758
0,53,700,1.766543909
1,46,2600,1.786516522
0,29,4000,1.784165297
1,26,800,1.725502875
1,53,800,1.662579565
0,56,800,1.670271845
0,24,2100,1.708868112
0,48,1500,1.674503408
1,23,1500,1.675752114
1,36,800,1.577700969
1,28,1500,1.652260274
0,65,2000,1.741776581
0,29,2200,1.752398018
1,50,300,1.852250207
1,48,800,1.623461297
1,44,900,1.829249302
1,57,1200,1.712545965
1,28,8000,1.751133867
0,33,1000,1.789531639
0,28,2000,1.668973421
0,26,700,1.715841317
0,53,788,1.58470005
0,28,1000,1.681734917
1,65,1170,1.626982904
1,57,1900,1.650903981
1,55,788,1.78736502
1,49,700,1.680824237
0,69,900,1.750631367
1,48,600,1.683044396
0,37,1500,1.735454935
1,60,900,1.856999644
0,59,1500,1.797287326
0,31,1000,1.607387564
0,60,1000,1.805715598
0,48,1000,1.543311276
0,27,1280,1.689673324
0,58,1576,1.616108583
0,27,1000,1.544175622
0,60,1500,1.787529135
1,58,950,1.581836044
0,49,5500,1.675845377
1,55,4000,1.679057278
0,28,1400,1.754267858
0,27,400,1.623503004
1,46,1600,1.78825062
0,31,3600,1.674513376
1,40,4000,1.704218287
1,63,2300,1.822914598
0,38,4800,1.625775895
0,44,6000,1.672745549
0,31,788,1.691959187
0,36,3000,1.743633944
1,45,900,1.620918373
0,62,788,1.699236577
1,49,800,1.663509409
0,50,2000,1.691698812
1,43,1300,1.663462607
1,53,1000,1.877350688
1,50,1900,1.653454555
0,68,900,1.667246857
1,46,1000,1.669873107
0,58,2000,1.76125557
1,38,850,1.689703112
0,43,2300,1.683207287
0,61,1600,1.636417605
1,71,300,1.739203623
0,38,2300,1.68612623
0,48,1200,1.61064815
0,34,1800,1.837718073
0,55,1200,1.54604192
0,60,1300,1.73878344
0,62,1100,1.734357639
0,38,1000,1.63857325
0,42,1500,1.821870169
1,57,788,1.704417148
0,48,2000,1.657654924
0,40,3200,1.684714543
0,58,2000,1.787027459
0,45,2500,1.746837423
1,64,500,1.627841645
0,43,5000,1.616216375
0,56,1200,1.698956624
0,49,1150,1.724792005
0,45,1500,1.512422244
0,49,3000,1.679241159
1,34,820,1.625608813
0,27,1200,1.638642912
1,40,1350,1.712155568
0,40,2000,1.731341941
1,53,850,1.561231464
0,42,2700,1.658390607
1,53,1100,1.877885637
1,54,1000,1.77050767
1,46,850,1.729918794
0,41,3000,1.724305589
0,56,4500,1.701299182
1,58,1200,1.765795806
1,39,2000,1.738436819
0,39,2000,1.708908285
0,47,3000,1.806306727
1,43,2000,1.6229983
0,54,3000,1.615303457
0,55,1000,1.625464838
0,39,4000,1.760042022
1,39,1500,1.671314689
0,46,3000,1.679684631
0,49,1000,1.724730664
0,44,1200,1.612891079
0,46,4000,1.786483391
0,43,2000,1.760151607
0,37,1450,1.73675517
1,31,1000,1.649638378
1,51,600,1.710209053
0,41,2200,1.642186683
1,57,800,1.575933364
1,50,1000,1.68326318
0,58,1500,1.750426387
0,67,2500,1.55501073
1,61,700,1.692118095
0,45,3000,1.768072381
1,57,1200,1.74294506
0,71,3000,1.789048391
0,45,2000,1.688036425
0,35,1600,1.759106848
0,50,2000,1.69963457
0,57,6000,1.684310603
1,45,3500,1.895078931
0,41,4000,1.656823375
0,36,7800,1.632386573
1,59,1250,1.810067373
0,53,7000,1.876432496
1,52,788,1.743139716
0,41,3000,1.630964151
1,49,1200,1.689964085
0,42,5000,1.581143841
0,43,1200,1.656913022
0,48,1200,1.655802975
1,53,1900,1.735167194
1,58,2000,1.636299497
0,53,3500,1.796880454
1,62,500,1.686937471
1,48,788,1.878797256
1,52,1500,1.826424642
0,41,8000,1.652040332
0,50,8000,1.631488943
1,38,2000,1.659223151
0,47,788,1.850507138
0,44,10000,1.683793209
0,39,1500,1.802844655
0,38,5000,1.605445847
0,64,950,1.820080635
0,32,3200,1.722586036
0,44,2000,1.804728333
1,56,400,1.590156659
1,51,120,1.594751463
0,64,2500,1.754722472
0,44,3000,1.807518351
0,26,2200,1.646299835
1,39,900,1.648552662
0,39,4000,1.587841708
0,23,4000,1.844337725
0,59,7000,1.78243827
1,57,400,1.793673256
1,58,1000,1.761931731
1,51,2000,1.65042862
0,40,15000,1.775935505
0,49,1577,1.760631808
0,47,2500,1.679286743
0,26,2000,1.65220883
1,57,0,1.625265964
1,45,4500,1.617171815
1,54,2364,1.788232462
1,59,3000,1.656433301
1,46,5000,1.744776178
0,48,8000,1.703680392
1,49,2000,1.634448178
0,56,8000,1.484236398
0,38,10000,1.649224648
1,48,4000,1.659157395
1,51,2365,1.700844597
0,42,1432,1.716458494
0,38,1600,1.674131345
1,44,1300,1.669841843
1,39,2000,1.516503941
1,56,1200,1.930514955
1,52,1000,1.761928941
0,27,9000,1.774179397
1,54,2000,1.805562225
1,43,2300,1.607721055
0,22,2000,1.649417877
1,44,4000,1.738835009
0,44,5000,1.731826532
0,37,6000,1.599785521
0,35,4800,1.817135577
0,40,4500,1.69514082
0,38,4000,1.631199752
0,46,7000,1.676981518
0,43,2000,1.65359999
0,38,2500,1.719144129
0,47,6000,1.660671464
0,43,5000,1.736498594
0,48,1400,1.797183033
0,38,17000,1.706375798
1,47,5000,1.806028364
0,24,3000,1.649107515
0,35,8000,1.743576431
1,36,7000,1.597894833
0,52,14000,1.695324425
0,47,5000,1.799646779
1,42,4100,1.630414893
1,58,1200,1.871923235
0,33,3000,1.603895562
0,52,5000,1.572970794
0,59,5200,1.683766698
0,36,5000,1.761098628
0,41,5000,1.675791258
0,57,8000,1.672702881
0,36,3800,1.5988406
1,49,4000,1.614449098
1,57,1000,1.754256108
0,38,3500,1.746157694
0,54,3000,1.801587882
0,68,3900,1.690104323
1,28,1500,1.715725314
0,49,7000,1.79347577
1,33,1029,1.704815212
0,58,2400,1.798120869
0,36,4000,1.674183662
1,32,800,1.675628822
0,26,2000,1.600410152
1,42,788,1.751126359
0,58,980,1.693522708
0,52,1200,1.794961502
0,37,1200,1.766755859
0,37,1200,1.662146054
0,18,900,1.689150756
0,52,700,1.616238936
0,37,1100,1.645115756
0,38,2300,1.528186344
0,47,3500,1.69570448
1,40,788,1.802829564
1,37,1300,1.696950211
0,49,1500,1.726463527
0,32,8500,1.67636345
0,41,7000,1.606908377
1,55,400,1.483820915
1,61,3800,1.698893236
0,26,7000,1.560262826
0,63,2000,1.678691947
0,40,1500,1.764250039
1,41,1300,1.704793008
1,30,1480,1.701518296
1,26,3000,1.652205275
1,41,5000,1.612200928
0,59,2000,1.704256905
1,34,1800,1.680949838
0,32,3000,1.612266881
0,29,15000,1.677098222
1,38,3500,1.595828517
1,38,900,1.809583675
0,61,1070,1.898225751
0,38,10000,1.71604014
1,40,1000,1.708217814
1,34,788,1.642180329
0,30,1200,1.678146445
1,53,1000,1.763665994
1,22,1010,1.669990196
1,33,1500,1.754400338
0,37,1500,1.718038325
0,58,1400,1.644806678
0,28,1200,1.715314179
0,42,788,1.79471553
0,25,1100,1.643682893
0,32,1400,1.676126806
1,43,835,1.720756292
0,32,1576,1.639886665
0,40,1000,1.59553862
0,32,2000,1.759367209
0,38,2000,1.648043106
1,50,800,1.70711408
0,20,788,1.763114175
1,34,1576,1.632516703
0,21,1600,1.682027899
1,68,750,1.803589112
0,52,788,1.745214326
0,38,5000,1.694370071
0,63,30000,1.647295513
1,55,3000,1.718171887
1,43,2000,1.675616294
1,38,13000,1.587106386
1,61,1000,1.662908572
1,31,16000,1.678008674
0,58,12000,1.800689019
1,37,2400,1.72388189
0,50,1000,1.786408867
0,36,20000,1.749230173
0,39,20000,1.605500177
1,55,3000,1.752671602
0,27,5500,1.699825413
1,42,13000,1.685000577
1,27,16000,1.759913152
1,47,4000,1.686468083
0,28,3000,1.671333775
0,42,1200,1.670550141
0,34,5000,1.676119634
0,42,1500,1.648902609
1,28,820,1.615303216
1,26,924,1.776369106
0,36,2000,1.919454865
0,61,600,1.657276093
0,44,2000,1.68169906
1,33,900,1.610806605
0,21,1500,1.602111406
0,51,700,1.619875125
0,69,1300,1.641734543
0,19,1200,1.7740108
1,48,790,1.75377141
0,39,1500,1.573414049
0,53,1300,1.789356618
0,31,1400,1.76223198
0,52,1200,1.653115465
0,41,1200,1.5963637
0,43,1500,1.584714995
0,43,1400,1.606218897
0,45,4000,1.571387432
0,38,1200,1.782862736
1,50,700,1.532259073
1,21,900,1.610699033
0,19,790,1.543307218
0,34,7000,1.726704395
0,65,500,1.868941611
0,43,5000,1.602924867
1,64,8000,1.639806553
0,71,10000,1.647319692
0,46,7885,1.620171691
0,52,10000,1.835684003
0,38,6000,1.780769329
0,61,5000,1.740980433
0,41,13000,1.652871777
1,53,7000,1.696818248
0,40,8000,1.757364398
0,45,10000,1.663680077
1,55,800,1.760890765
0,69,1100,1.816665788
1,48,800,1.6880129
0,25,1100,1.609419653
0,50,1100,1.648773356
1,49,400,1.562756217
0,50,1100,1.78844028
1,30,1200,1.776759605
0,40,4000,1.691101795
0,54,800,1.82957136
1,37,2000,1.66043215
0,44,4000,1.604848343
0,48,6000,1.669693208
0,51,3500,1.757789285
0,56,1300,1.637314877
0,34,3200,1.733400811
0,50,2000,1.824829258
0,36,2200,1.729164576
0,54,250,1.616552099
0,45,2700,1.799323532
0,28,2300,1.678201537
1,56,1500,1.626676056
1,52,4000,1.773296877
0,32,3000,1.651713827
1,56,788,1.73626353
1,45,788,1.692795955
0,77,0,1.755226559
0,62,1200,1.661742066
1,69,300,1.707866589
1,39,1250,1.725078873
1,55,1100,1.57913992
0,37,1900,1.818750594
1,50,3940,1.602690988
0,24,1150,1.871805338
0,42,815,1.830109764
0,31,1300,1.590600951
0,39,1550,1.729608803
0,35,3000,1.655185964
1,50,1215,1.751477228
0,37,4350,1.670312532
0,53,2200,1.640966313
1,70,40,1.703609475
1,42,50,1.664752103
1,41,788,1.783972671
1,39,1830,1.633946855
0,33,2100,1.762589015
0,30,1018,1.796631409
1,36,2400,1.508080671
1,51,1520,1.716416441
1,53,1000,1.715062688
0,33,1576,1.627745653
0,40,3596,1.657631527
0,33,1430,1.666705263
1,29,788,1.736301088
0,41,2200,1.908994758
0,43,1200,1.711340794
1,53,900,1.672318161
0,53,1200,1.573999074
0,42,1300,1.596868609
1,50,1600,1.576736477
1,40,600,1.711450342
0,52,788,1.696087771
0,65,4000,1.731026999
0,48,3000,1.654331021
